University,CostIState,CostOState,CollegeType,Undergraduates,EntranceDifficulty,AdmitRate,Applicants,City,State,Region,Starting Median Salary
cabrini university,31350,31350,private,1650,moderately difficult,0.71,3186,radnor,PA,Northeastern,NA
johnson & wales university,31508,31508,private,8718,moderately difficult,0.82,11971,providence,RI,Northeastern,NA
houghton college,31540,31540,private,1043,moderately difficult,0.75,1074,houghton,NY,Northeastern,NA
concordia college new york,31600,31600,private,1185,moderately difficult,0.71,974,bronxville,NY,Northeastern,NA
college of st. rose,31612,31612,private,2602,moderately difficult,0.84,6780,albany,NY,Northeastern,NA
culinary institute of america,31616,31616,private,2774,moderately difficult,0.94,1045,hyde park,NY,Northeastern,NA
albertus magnus college,31630,31630,private,1220,moderately difficult,0.67,780,new haven,CT,Northeastern,NA
misericordia university,31660,31660,private,2195,moderately difficult,0.74,1823,dallas,PA,Northeastern,NA
eastern nazarene college,31780,31780,private,784,moderately difficult,0.63,989,quincy,MA,Northeastern,NA
marymount manhattan college,31950,31950,private,2069,moderately difficult,0.78,5265,new york,NY,Northeastern,NA
montserrat college of art,32000,32000,private,397,moderately difficult,0.79,404,beverly,MA,Northeastern,NA
endicott college,32154,32154,private,3268,moderately difficult,0.79,3619,beverly,MA,Northeastern,NA
university of bridgeport,32250,32250,private,2941,moderately difficult,0.58,6969,bridgeport,CT,Northeastern,NA
georgian court university,32260,32260,private,1591,moderately difficult,0.78,526,lakewood,NJ,Northeastern,NA
alfred university,32264,32264,private,1815,moderately difficult,0.63,3897,alfred,NY,Northeastern,NA
eastern university,32315,32315,private,2082,moderately difficult,0.61,1992,st davids,PA,Northeastern,NA
mitchell college,32442,32442,private,723,minimally difficult,0.74,787,new london,CT,Northeastern,NA
centenary university,32580,32580,private,1518,moderately difficult,0.88,1160,hackettstown,NJ,Northeastern,NA
college of st. elizabeth,32993,32993,private,763,moderately difficult,0.66,1626,morristown,NJ,Northeastern,NA
westminster college,33040,33040,private,1168,moderately difficult,0.91,2125,new wilmington,PA,Northeastern,NA
st. john fisher college,33120,33120,private,2786,moderately difficult,0.65,4551,rochester,NY,Northeastern,NA
st. bonaventure university,33331,33331,private,1660,moderately difficult,0.66,2871,st bonaventure,NY,Northeastern,NA
bay path college,33557,33557,private,1893,moderately difficult,0.6,1542,longmeadow,MA,Northeastern,NA
albany college of pharmacy & health sciences,33621,33621,private,1078,moderately difficult,0.67,1583,albany,NY,Northeastern,NA
alvernia university,33640,33640,private,2323,moderately difficult,0.74,1788,reading,PA,Northeastern,NA
cazenovia college,33656,33656,private,1042,minimally difficult,0.9,1730,cazenovia,NY,Northeastern,NA
felician college,33750,33750,private,1648,moderately difficult,0.79,2173,lodi,NJ,Northeastern,NA
caldwell university,33900,33900,private,1633,moderately difficult,0.85,2831,caldwell,NJ,Northeastern,NA
le moyne college,33905,33905,private,2897,moderately difficult,0.65,6832,syracuse,NY,Northeastern,NA
marywood university,33940,33940,private,1931,moderately difficult,0.69,2202,scranton,PA,Northeastern,NA
messiah college,34160,34160,private,2788,moderately difficult,0.8,2596,mechanicsburg,PA,Northeastern,NA
american international college,34470,34470,private,1424,minimally difficult,0.69,1906,springfield,MA,Northeastern,NA
newbury college,34470,34470,private,862,minimally difficult,0.7,3162,brookline,MA,Northeastern,NA
elms college,34578,34578,private,1188,moderately difficult,0.76,684,chicopee,MA,Northeastern,NA
lasell college,34600,34600,private,1788,moderately difficult,0.76,3221,newton,MA,Northeastern,NA
st. joseph's college of maine,34610,34610,private,2384,moderately difficult,0.88,1321,standish,ME,Northeastern,NA
nazareth college,34724,34724,private,2159,moderately difficult,0.72,4118,rochester,NY,Northeastern,NA
saint vincent college,34830,34830,private,1646,moderately difficult,0.66,2256,latrobe,PA,Northeastern,NA
wilkes university,34896,34896,private,2561,moderately difficult,0.76,4245,wilkes barre,PA,Northeastern,NA
saint francis university,34956,34956,private,1707,moderately difficult,0.74,1932,loretto,PA,Northeastern,NA
franklin pierce university,34995,34995,private,1752,minimally difficult,0.81,6506,rindge,NH,Northeastern,NA
seton hill university,35010,35010,private,1606,moderately difficult,0.73,2206,greensburg,PA,Northeastern,NA
chestnut hill college,35180,35180,private,1369,moderately difficult,0.94,1242,philadelphia,PA,Northeastern,NA
wheaton college,35190,35190,private,1651,very difficult,0.62,4478,norton,MA,Northeastern,NA
the king's college,35400,35400,private,534,moderately difficult,0.41,2672,new york,NY,Northeastern,NA
gwynedd-mercy college,35520,35520,private,2035,moderately difficult,0.91,904,gwynedd valley,PA,Northeastern,NA
mount ida college,35720,35720,private,1320,moderately difficult,0.63,2319,newton,MA,Northeastern,NA
western new england university,35740,35740,private,2724,moderately difficult,0.8,6399,springfield,MA,Northeastern,NA
king's college,35830,35830,private,2082,moderately difficult,0.71,3852,wilkes barre,PA,Northeastern,NA
new york institute of technology,35870,35870,private,3609,moderately difficult,0.73,10135,old westbury,NY,Northeastern,NA
desales university,35900,35900,private,2388,moderately difficult,0.76,2861,center valley,PA,Northeastern,NA
westminster college,36230,36230,private,1168,moderately difficult,0.91,2125,new wilmington,PA,Northeastern,NA
mercyhurst university,36320,36320,private,2494,moderately difficult,0.75,3254,erie,PA,Northeastern,NA
wheelock college,36350,36350,private,726,minimally difficult,0.84,1305,boston,MA,Northeastern,NA
saint peter's university,36402,36402,private,2672,moderately difficult,0.74,4611,jersey city,NJ,Northeastern,NA
canisius college,36454,36454,private,2595,moderately difficult,0.78,4620,buffalo,NY,Northeastern,NA
chatham university,36510,36510,private,1002,moderately difficult,0.53,1926,pittsburgh,PA,Northeastern,NA
university of new england,36530,36530,private,4247,moderately difficult,0.83,4883,biddeford,ME,Northeastern,NA
springfield college,36535,36535,private,2160,moderately difficult,0.64,4112,springfield,MA,Northeastern,NA
college of new rochelle,36618,36618,private,936,moderately difficult,0.32,1727,new rochelle,NY,Northeastern,NA
college of mount st. vincent,36640,36640,private,1702,moderately difficult,0.93,2667,riverdale,NY,Northeastern,NA
monmouth university,36733,36733,private,4707,moderately difficult,0.77,9097,west long branch,NJ,Northeastern,NA
gordon college,36740,36740,private,1657,moderately difficult,0.92,2714,wenham,MA,Northeastern,NA
marist college,36780,36780,private,5616,very difficult,0.41,11087,poughkeepsie,NY,Northeastern,NA
new england college,36954,36954,private,1756,minimally difficult,0.99,4204,henniker,NH,Northeastern,NA
liu post,36978,36978,private,6224,moderately difficult,0.81,6371,brookville,NY,Northeastern,NA
green mountain college,37002,37002,private,515,moderately difficult,0.79,881,poultney,VT,Northeastern,NA
anna maria college,37130,37130,private,1128,minimally difficult,0.8,1785,paxton,MA,Northeastern,NA
iona college,37682,37682,private,3329,moderately difficult,0.91,10896,new rochelle,NY,Northeastern,NA
manhattanville college,37910,37910,private,1794,moderately difficult,0.77,4132,purchase,NY,Northeastern,NA
delaware valley university,38000,38000,private,1967,moderately difficult,0.68,2233,doylestown,PA,Northeastern,NA
school of visual arts,38000,38000,private for profit,3707,moderately difficult,0.74,3648,new york,NY,Northeastern,NA
university of saint joseph,38033,38033,private,894,moderately difficult,0.87,743,west hartford,CT,Northeastern,NA
cedar crest college,38092,38092,private,1428,moderately difficult,0.66,1193,allentown,PA,Northeastern,NA
becker college,38250,38250,private,2178,moderately difficult,0.65,4458,worcester,MA,Northeastern,NA
curry college,38596,38596,private,2688,moderately difficult,0.89,6143,milton,MA,Northeastern,NA
norwich university,38662,38662,private,2649,moderately difficult,0.66,3138,northfield,VT,Northeastern,NA
lycoming college,38843,38843,private,1272,moderately difficult,0.7,1876,williamsport,PA,Northeastern,NA
university of hartford,38910,38910,private,5150,moderately difficult,0.72,15526,west hartford,CT,Northeastern,NA
salve regina university,38986,38986,private,2124,moderately difficult,0.68,5158,newport,RI,Northeastern,NA
simmons college,39055,39055,private,1802,moderately difficult,0.64,3362,boston,MA,Northeastern,NA
fairleigh dickinson university metropolitan campus,39446,39446,private,5357,moderately difficult,0.77,4095,teaneck,NJ,Northeastern,NA
assumption college,39598,39598,private,1989,moderately difficult,0.78,4559,worcester,MA,Northeastern,NA
wells college,39600,39600,private,515,moderately difficult,0.58,2222,aurora,NY,Northeastern,NA
regis college,39653,39653,private,1235,moderately difficult,0.84,2023,weston,MA,Northeastern,NA
champlain college,39818,39818,private,2267,moderately difficult,0.7,4576,burlington,VT,Northeastern,NA
saint anselm college,39990,39990,private,1930,moderately difficult,0.76,3826,manchester,NH,Northeastern,NA
university of the sciences,39994,39994,private,2246,moderately difficult,0.58,3738,philadelphia,PA,Northeastern,NA
moore college of art & design,40018,40018,private,406,moderately difficult,0.56,557,philadelphia,PA,Northeastern,NA
merrimack college,40190,40190,private,3448,moderately difficult,0.82,8214,north andover,MA,Northeastern,NA
colby-sawyer college,40386,40386,private,1090,moderately difficult,0.87,1989,new london,NH,Northeastern,NA
marlboro college,40425,40425,private,196,moderately difficult,0.96,161,marlboro,VT,Northeastern,NA
stonehill college,41300,41300,private,2481,very difficult,0.73,6362,easton,MA,Northeastern,NA
fairleigh dickinson university college florham,41780,41780,private,2513,moderately difficult,0.79,4179,madison,NJ,Northeastern,NA
elmira college,41900,41900,private,1101,moderately difficult,0.82,2096,elmira,NY,Northeastern,NA
yeshiva university,42000,42000,private,2744,moderately difficult,0.8,1558,new york,NY,Northeastern,NA
manhattan college,42087,42087,private,3637,moderately difficult,0.67,8313,riverdale,NY,Northeastern,NA
bryant university,42109,42109,private,3462,moderately difficult,0.67,7314,smithfield,RI,Northeastern,NA
lebanon valley college,42180,42180,private,1712,moderately difficult,0.76,2561,annville,PA,Northeastern,NA
arcadia university,42330,42330,private,2473,moderately difficult,0.63,8987,glenside,PA,Northeastern,NA
berklee college of music,42750,42750,private,5112,moderately difficult,0.26,7682,boston,MA,Northeastern,NA
university of the arts,43000,43000,private,1723,moderately difficult,0.77,1616,philadelphia,PA,Northeastern,NA
university of scranton,43310,43310,private,3867,moderately difficult,0.75,10114,scranton,PA,Northeastern,NA
juilliard school,43420,43420,private,580,most difficult,0.07,2533,new york,NY,Northeastern,NA
albright college,43454,43454,private,2304,moderately difficult,0.51,8832,reading,PA,Northeastern,NA
college of the atlantic,43542,43542,private,338,very difficult,0.65,485,bar harbor,ME,Northeastern,NA
saint michael's college,43640,43640,private,1902,moderately difficult,0.77,5013,colchester,VT,Northeastern,NA
saint joseph's university,43880,43880,private,5377,moderately difficult,0.78,8914,philadelphia,PA,Northeastern,NA
clark university,44400,44400,private,2289,moderately difficult,0.55,7914,worcester,MA,Northeastern,NA
hartwick college,44534,44534,private,1396,moderately difficult,0.94,3085,oneonta,NY,Northeastern,NA
emerson college,44832,44832,private,3790,very difficult,0.48,9149,boston,MA,Northeastern,NA
elizabethtown college,45350,45350,private,1737,moderately difficult,0.73,2904,elizabethtown,PA,Northeastern,NA
susquehanna university,45470,45470,private,2195,moderately difficult,0.68,6629,selinsgrove,PA,Northeastern,NA
allegheny college,45970,45970,private,1920,very difficult,0.68,4724,meadville,PA,Northeastern,NA
manhattan school of music,45975,45975,private,389,very difficult,0.45,897,new york,NY,Northeastern,NA
washington & jefferson college,46628,46628,private,1396,very difficult,0.46,7155,washington,PA,Northeastern,NA
new england conservatory of music,46930,46930,private,409,very difficult,0.32,1170,boston,MA,Northeastern,NA
fairfield university,47165,47165,private,4032,very difficult,0.61,11055,fairfield,CT,Northeastern,NA
clarkson university,47950,47950,private,3268,very difficult,0.68,7066,potsdam,NY,Northeastern,NA
bentley university,48000,48000,private,4222,very difficult,0.46,8281,waltham,MA,Northeastern,NA
webb institute,48775,48775,private,92,most difficult,0.29,116,glen cove,NY,Northeastern,NA
drew university,49168,49168,private,1521,moderately difficult,0.57,3494,madison,NJ,Northeastern,NA
babson college,49664,49664,private,2141,very difficult,0.26,7516,babson park,MA,Northeastern,NA
bryn mawr college,50500,50500,private,1381,most difficult,0.4,3012,bryn mawr,PA,Northeastern,NA
muhlenberg college,50830,50830,private,2408,very difficult,0.48,4862,allentown,PA,Northeastern,NA
wheaton college,50850,50850,private,1651,very difficult,0.62,4478,norton,MA,Northeastern,NA
hampshire college,51608,51608,private,1321,moderately difficult,0.64,2347,amherst,MA,Northeastern,NA
franklin w. olin college of engineering,51936,51936,private,378,most difficult,0.1,1296,needham,MA,Northeastern,NA
university of rochester,52020,52020,private,6345,very difficult,0.35,17484,rochester,NY,Northeastern,NA
bennington college,52420,52420,private,711,very difficult,0.6,1236,bennington,VT,Northeastern,NA
barnard college,52662,52662,private,2548,most difficult,0.2,6655,new york,NY,Northeastern,NA
haverford college,52754,52754,private,1268,most difficult,0.21,4066,haverford,PA,Northeastern,NA
connecticut college,52850,52850,private,1865,very difficult,0.35,5879,new london,CT,Northeastern,NA
dickinson college,52955,52955,private,2420,very difficult,0.43,6172,carlisle,PA,Northeastern,NA
st. lawrence university,52990,52990,private,2435,moderately difficult,0.46,5876,canton,NY,Northeastern,NA
hobart & william smith colleges,53525,53525,private,2262,very difficult,0.6,4614,geneva,NY,Northeastern,NA
brandeis university,53537,53537,private,3608,most difficult,0.33,11351,waltham,MA,Northeastern,NA
bard college simon's rock,53668,53668,private,329,moderately difficult,0.89,199,great barrington,MA,Northeastern,NA
sarah lawrence college,54010,54010,private,1438,very difficult,0.5,3183,bronxville,NY,Northeastern,NA
tufts university,54318,54318,private,5508,most difficult,0.14,20223,medford,MA,Northeastern,NA
bard college,54496,54496,private,1995,moderately difficult,0.56,5181,annandale on hudson,NY,Northeastern,NA
trinity college,54770,54770,private,2289,most difficult,0.33,7569,hartford,CT,Northeastern,NA
columbia university school of general studies,55478,55478,private,2068,most difficult,0.35,696,new york,NY,Northeastern,NA
elizabeth city state university,4985,18129,public,1310,moderately difficult,0.54,1550,elizabeth city,NC,Southern,NA
fayetteville state university,5183,16791,public,5543,minimally difficult,0.57,4594,fayetteville,NC,Southern,NA
florida agricultural & mechanical university,5827,17768,public,7769,moderately difficult,0.31,6988,tallahassee,FL,Southern,NA
winston-salem state university,5850,16097,public,5960,minimally difficult,0.54,4068,winston salem,NC,Southern,NA
langston university,5950,13299,public,2160,moderately difficult,0.61,9244,langston,OK,Southern,NA
university of north carolina pembroke,5956,17547,public,5514,moderately difficult,0.74,4544,pembroke,NC,Southern,NA
georgia gwinnett college,6124,16838,public,12052,noncompetitive,0.89,3705,lawrenceville,GA,Southern,NA
florida gulf coast university,6171,25214,public,13711,moderately difficult,0.56,15152,fort myers,FL,Southern,NA
cameron university,6180,15510,public,4444,noncompetitive,1,1102,lawton,OK,Southern,NA
apex school of theology,6200,6200,private,529,moderately difficult,0.83,362,durham,NC,Southern,NA
north carolina central university,6282,18989,public,6285,minimally difficult,0.67,8614,durham,NC,Southern,NA
georgia southwestern state university,6332,19408,public,2558,moderately difficult,0.68,1389,americus,GA,Southern,NA
northeastern state university,6334,14022,public,6923,moderately difficult,0.83,1815,tahlequah,OK,Southern,NA
university of north florida,6394,20112,public,13846,moderately difficult,0.65,11346,jacksonville,FL,Southern,NA
clayton state university,6410,19486,public,6555,minimally difficult,0.41,2295,morrow,GA,Southern,NA
north carolina a&t state university,6419,19309,public,9203,moderately difficult,0.58,7491,greensboro,NC,Southern,NA
mississippi valley state university,6422,6422,public,2011,minimally difficult,0.84,2605,itta bena,MS,Southern,NA
coppin state university,6536,12684,public,3298,moderately difficult,0.54,3767,baltimore,MD,Southern,NA
university of west florida,6569,19451,public,10200,moderately difficult,0.42,7104,pensacola,FL,Southern,NA
mississippi university for women,6614,18155,public,2470,moderately difficult,0.96,671,columbus,MS,Southern,NA
fort valley state university,6664,19740,public,2229,moderately difficult,0.24,2228,fort valley,GA,Southern,NA
southwestern oklahoma state university,6705,13605,public,4510,minimally difficult,0.91,3131,weatherford,OK,Southern,NA
northwestern oklahoma state university,6706,13823,public,1982,moderately difficult,0.81,1078,alva,OK,Southern,NA
east central university,6719,15839,public,3455,minimally difficult,0.58,1423,ada,OK,Southern,NA
albany state university,6726,19802,public,2594,minimally difficult,0.5,2915,albany,GA,Southern,NA
bluefield state college,6728,13032,public,1362,noncompetitive,0.83,653,bluefield,WV,Southern,NA
savannah state university,6734,19810,public,4645,minimally difficult,0.83,2950,savannah,GA,Southern,NA
southern university new orleans,6743,15644,public,2590,noncompetitive,0.79,801,new orleans,LA,Southern,NA
southeastern oklahoma state university,6750,15390,public,3132,moderately difficult,0.77,1107,durant,OK,Southern,NA
delta state university,6859,6859,public,2778,noncompetitive,0.92,496,cleveland,MS,Southern,NA
rogers state university,6870,15210,public,3889,noncompetitive,0.79,1169,claremore,OK,Southern,NA
new college of florida,6916,29944,public,861,very difficult,0.71,1417,sarasota,FL,Southern,NA
university of arkansas fort smith,6935,15776,public,6823,minimally difficult,0.56,4001,fort smith,AR,Southern,NA
alcorn state university,6938,6938,public,2825,moderately difficult,0.78,2078,lorman,MS,Southern,NA
west virginia university institute of technology,6960,17544,public,1347,minimally difficult,0.53,1613,montgomery,WV,Southern,NA
university of north carolina asheville,7002,23725,public,3806,moderately difficult,0.78,3433,asheville,NC,Southern,NA
louisiana state university shreveport,7055,13632,public,2776,moderately difficult,0.81,602,shreveport,LA,Southern,NA
university of central oklahoma,7100,17447,public,15067,minimally difficult,0.7,5122,edmond,OK,Southern,NA
university of texas of the permian basin,7124,19574,public,5663,moderately difficult,0.81,1307,odessa,TX,Southern,NA
university of north carolina greensboro,7137,22296,public,16281,moderately difficult,0.74,9035,greensboro,NC,Southern,NA
west virginia state university,7165,15572,public,3391,minimally difficult,0.96,3462,institute,WV,Southern,NA
columbus state university,7200,20682,public,6789,minimally difficult,0.56,3157,columbus,GA,Southern,NA
university of science & arts of oklahoma,7200,17550,public,888,moderately difficult,0.66,706,chickasha,OK,Southern,NA
university of west georgia,7292,20774,public,11155,moderately difficult,0.59,8131,carrollton,GA,Southern,NA
fairmont state university,7296,15398,public,3807,minimally difficult,0.66,2943,fairmont,WV,Southern,NA
mcneese state university,7310,18386,public,6961,moderately difficult,0.64,3160,lake charles,LA,Southern,NA
shepherd university,7328,17873,public,3436,moderately difficult,0.92,1546,shepherdstown,WV,Southern,NA
university of north georgia,7336,21148,public,17704,moderately difficult,0.66,5634,dahlonega,GA,Southern,NA
glenville state college,7342,16598,public,1732,noncompetitive,0.72,1430,glenville,WV,Southern,NA
delaware state university,7352,16138,public,3943,moderately difficult,0.44,8141,dover,DE,Southern,NA
west liberty university,7380,15020,public,2166,minimally difficult,0.72,1692,west liberty,WV,Southern,NA
university of maryland university college,7386,12426,public,44219,noncompetitive,1,1981,adelphi,MD,Southern,NA
georgia southern university,7422,20904,public,18005,moderately difficult,0.65,9834,statesboro,GA,Southern,NA
kennesaw state university,7432,21158,public,32166,moderately difficult,0.59,15122,kennesaw,GA,Southern,NA
grambling state university,7443,16466,public,3883,noncompetitive,0.45,6340,grambling,LA,Southern,NA
valdosta state university,7476,20958,public,8780,moderately difficult,0.65,5108,valdosta,GA,Southern,NA
university of houston downtown,7511,19961,public,12865,noncompetitive,0.83,4187,houston,TX,Southern,NA
west texas a&m university,7557,9418,public,7389,moderately difficult,0.6,6163,canyon,TX,Southern,NA
concord university,7574,16654,public,2102,minimally difficult,0.81,2960,athens,WV,Southern,NA
jackson state university,7621,18314,public,7492,minimally difficult,0.69,8516,jackson,MS,Southern,NA
university of houston victoria,7627,20077,public,3012,minimally difficult,0.56,3950,victoria,TX,Southern,NA
oklahoma panhandle state university,7674,13233,public,1387,noncompetitive,1,316,goodwell,OK,Southern,NA
kentucky mountain bible college,7760,7760,private,85,minimally difficult,0.41,59,jackson,KY,Southern,NA
morgan state university,7767,17833,public,6114,moderately difficult,0.43,9166,baltimore,MD,Southern,NA
tennessee state university,7776,21132,public,7007,minimally difficult,0.53,8857,nashville,TN,Southern,NA
marshall university,7798,17856,public,9615,moderately difficult,0.89,4891,huntington,WV,Southern,NA
university of texas tyler,7822,20872,public,6318,moderately difficult,0.64,2468,tyler,TX,Southern,NA
northwestern state university of louisiana,7880,18668,public,8700,moderately difficult,0.58,4088,natchitoches,LA,Southern,NA
nicholls state university,7916,9009,public,5695,noncompetitive,0.88,2424,thibodaux,LA,Southern,NA
university of southern mississippi,7964,9964,public,11779,moderately difficult,0.46,6607,hattiesburg,MS,Southern,NA
university of maryland eastern shore,8042,18048,public,3758,moderately difficult,0.57,4409,princess anne,MD,Southern,NA
bowie state university,8064,18653,public,4711,minimally difficult,0.41,6720,bowie,MD,Southern,NA
sul ross state university,8071,20521,public,1359,noncompetitive,0.8,1143,alpine,TX,Southern,NA
southeastern louisiana university,8153,20629,public,13559,moderately difficult,0.88,4226,hammond,LA,Southern,NA
university of houston clear lake,8188,23668,public,5570,minimally difficult,0.95,1056,houston,TX,Southern,NA
angelo state university,8216,20666,public,8094,moderately difficult,0.74,4368,san angelo,TX,Southern,NA
paul quinn college,8275,8275,private,243,moderately difficult,0.99,632,dallas,TX,Southern,NA
henderson state university,8311,9961,public,3066,moderately difficult,0.66,4072,arkadelphia,AR,Southern,NA
texas a&m international university,8320,20704,public,6591,moderately difficult,0.54,6306,laredo,TX,Southern,NA
murray state university,8340,22728,public,8886,moderately difficult,0.85,6479,murray,KY,Southern,NA
southern arkansas university,8346,12156,public,3286,moderately difficult,0.69,3460,magnolia,AR,Southern,NA
texas a&m university kingsville,8462,20912,public,6811,moderately difficult,0.82,7373,kingsville,TX,Southern,NA
university of louisiana monroe,8470,20568,public,7276,moderately difficult,0.94,3187,monroe,LA,Southern,NA
midwestern state university,8485,10435,public,5287,moderately difficult,0.76,2854,wichita falls,TX,Southern,NA
university of central arkansas,8524,15047,public,9616,moderately difficult,0.9,4922,conway,AR,Southern,NA
college of biblical studies houston,8590,8590,private,423,noncompetitive,0.46,63,houston,TX,Southern,NA
university of tennessee chattanooga,8664,26558,public,10170,moderately difficult,0.78,7628,chattanooga,TN,Southern,NA
southern university & agricultural & mechanical college,8666,16016,public,6459,moderately difficult,0.57,2943,baton rouge,LA,Southern,NA
university of new orleans,8694,13530,public,6442,moderately difficult,0.6,3409,new orleans,LA,Southern,NA
texas a&m university commerce,8723,21173,public,7605,moderately difficult,0.45,7986,commerce,TX,Southern,NA
virginia state university,8726,18841,public,4165,minimally difficult,0.94,5722,petersburg,VA,Southern,NA
university of baltimore,8824,20704,public,3526,minimally difficult,0.6,806,baltimore,MD,Southern,NA
arkansas tech university,8880,15660,public,11053,moderately difficult,0.64,5232,russellville,AR,Southern,NA
frostburg state university,8914,22262,public,4884,moderately difficult,0.63,4228,frostburg,MD,Southern,NA
university of arkansas little rock,8936,21191,public,9384,minimally difficult,0.59,1751,little rock,AR,Southern,NA
middle tennessee state university,8948,27578,public,20140,moderately difficult,0.73,8164,murfreesboro,TN,Southern,NA
east tennessee state university,9015,27693,public,11065,moderately difficult,0.8,6835,johnson city,TN,Southern,NA
clear creek baptist bible college,9020,9020,private,172,noncompetitive,0.88,52,pineville,KY,Southern,NA
norfolk state university,9036,21238,public,5356,moderately difficult,0.67,2817,norfolk,VA,Southern,NA
luther rice university,9050,9050,private,351,noncompetitive,0.76,34,lithonia,GA,Southern,NA
texas southern university,9173,21623,public,6915,noncompetitive,0.51,10239,houston,TX,Southern,NA
university of west alabama,9204,16818,public,1978,minimally difficult,0.53,1032,livingston,AL,Southern,NA
university of tennessee martin,9236,14996,public,6279,moderately difficult,0.67,3547,martin,TN,Southern,NA
louisiana tech university,9255,30297,public,11281,moderately difficult,0.62,7227,ruston,LA,Southern,NA
texas a&m university corpus christi,9269,21567,public,10212,moderately difficult,0.86,9002,corpus christi,TX,Southern,NA
eastern kentucky university,9296,19074,public,14327,minimally difficult,0.71,10215,richmond,KY,Southern,NA
georgia college & state university,9346,28060,public,6047,moderately difficult,0.85,3980,milledgeville,GA,Southern,NA
texas woman's university,9366,21816,public,10408,minimally difficult,0.86,5414,denton,TX,Southern,NA
university of south alabama,9390,18780,public,11755,moderately difficult,0.8,6401,mobile,AL,Southern,NA
stephen f. austin state university,9537,21987,public,11140,moderately difficult,0.62,11382,nacogdoches,TX,Southern,NA
salisbury university,9582,18622,public,7861,moderately difficult,0.66,8307,salisbury,MD,Southern,NA
towson university,9694,22140,public,19198,moderately difficult,0.74,11897,towson,MD,Southern,NA
alabama a&m university,9698,17918,public,4940,minimally difficult,0.51,5363,huntsville,AL,Southern,NA
rust college,9700,9700,private,1004,minimally difficult,0.07,5337,holly springs,MS,Southern,NA
university of virginia's college wise,9825,26385,public,2221,moderately difficult,0.76,1068,wise,VA,Southern,NA
sam houston state university,9891,22341,public,17902,moderately difficult,0.72,12540,huntsville,TX,Southern,NA
auburn university montgomery,9910,21310,public,4273,moderately difficult,0.77,2905,montgomery,AL,Southern,NA
prairie view a&m university,9959,23488,public,7455,moderately difficult,0.85,5660,prairie view,TX,Southern,NA
jacksonville state university,9975,19245,public,7561,moderately difficult,0.53,4979,jacksonville,AL,Southern,NA
piedmont international university,10100,10100,private,197,noncompetitive,0.49,85,winston salem,NC,Southern,NA
western kentucky university,10202,25512,public,17595,minimally difficult,0.94,9693,bowling green,KY,Southern,NA
carlos albizu university miami,10294,10294,private,356,moderately difficult,0.72,25,miami,FL,Southern,NA
old dominion university,10350,28200,public,19793,moderately difficult,0.85,11352,norfolk,VA,Southern,NA
university of north alabama,10370,18680,public,6313,minimally difficult,0.52,4761,florence,AL,Southern,NA
university of south carolina beaufort,10422,21198,public,1980,minimally difficult,0.63,1968,bluffton,SC,Southern,NA
southeastern baptist theological seminary,10500,10500,private,414,noncompetitive,0.76,46,wake forest,NC,Southern,NA
university of south carolina aiken,10502,20702,public,3374,moderately difficult,0.61,2177,aiken,SC,Southern,NA
tougaloo college,10607,10607,private,900,minimally difficult,0.4,2551,tougaloo,MS,Southern,NA
texas state university,10621,23071,public,34244,moderately difficult,0.71,21524,san marcos,TX,Southern,NA
radford university,10627,22262,public,8453,minimally difficult,0.81,7447,radford,VA,Southern,NA
lane college,10690,10690,private,1427,minimally difficult,0.5,5311,jackson,TN,Southern,NA
lander university,10700,20300,public,2969,moderately difficult,0.42,3342,greenwood,SC,Southern,NA
south carolina state university,10740,21120,public,2529,minimally difficult,0.86,2847,orangeburg,SC,Southern,NA
francis marion university,10742,20918,public,3559,moderately difficult,0.62,3738,florence,SC,Southern,NA
texas tech university,10771,23011,public,29963,moderately difficult,0.63,23311,lubbock,TX,Southern,NA
james madison university,10830,27194,public,19548,very difficult,0.72,21304,harrisonburg,VA,Southern,NA
lemoyne-owen college,10880,10880,private,945,minimally difficult,1,527,memphis,TN,Southern,NA
university of north texas,10905,23355,public,31209,moderately difficult,0.72,16826,denton,TX,Southern,NA
stillman college,10938,10938,private,1072,minimally difficult,0.44,3491,tuscaloosa,AL,Southern,NA
wilmington university,10940,10940,private,8873,noncompetitive,1,3299,new castle,DE,Southern,NA
alabama state university,11068,19396,public,4727,minimally difficult,0.46,9053,montgomery,AL,Southern,NA
baptist college of florida,11100,11100,private,440,noncompetitive,0.6,119,graceville,FL,Southern,NA
coastal carolina university,11200,25872,public,9747,moderately difficult,0.61,17768,conway,SC,Southern,NA
heritage christian university,11232,11232,private,63,noncompetitive,1,8,florence,AL,Southern,NA
university of louisville,11264,26286,public,15827,moderately difficult,0.73,10165,louisville,KY,Southern,NA
university of south carolina upstate,11520,22848,public,5594,moderately difficult,0.56,3633,spartanburg,SC,Southern,NA
miles college,11604,11604,private,1738,noncompetitive,0.26,2905,fairfield,AL,Southern,NA
trinity baptist college,11640,11640,private,268,moderately difficult,0.51,350,jacksonville,FL,Southern,NA
life university,11715,11715,private,718,minimally difficult,0.92,280,marietta,GA,Southern,NA
jarvis christian college,11720,11720,private,NA,minimally difficult,0.54,983,hawkins,TX,Southern,NA
blue mountain college,11760,11760,private,544,moderately difficult,0.48,386,blue mountain,MS,Southern,NA
american baptist college,11894,11894,private,152,noncompetitive,0.82,45,nashville,TN,Southern,NA
